dtm;MIP;Solar_MW;Solar_capacity_mwp;Solar_installedcapacity_mwp;Wind_MW;SS_Price;boa_MWh;DA_Price
2020-09-21T08:30:00Z;35.7;589.303009;2130.5100893;2228.20874;0;20.5;0;62.37
2020-09-21T09:00:00Z;38.36;803.864677;2130.5100893;2228.20874;0;20.5;0;58.85
2020-09-21T09:30:00Z;35.05;999.488766;2130.5100893;2228.20874;0;15;0;58.85
2020-09-21T10:00:00Z;35.6;1207.708214;2130.5100893;2228.20874;0;20.5;0;51.96
2020-09-21T10:30:00Z;34.93;1255.170082;2130.5100893;2228.20874;0;30;0;51.96
2020-09-21T11:00:00Z;31.87;1326.260346;2130.5100893;2228.20874;0;15;0;49.09
2020-09-21T11:30:00Z;32.44;1378.46635;2130.5100893;2228.20874;0;15;0;49.09
2020-09-21T12:00:00Z;36.04;1314.20083;2130.5100893;2228.20874;0;20.5;0;46.81
2020-09-21T12:30:00Z;35.13;1227.76599;2130.5100893;2228.20874;0;15;0;46.81
2020-09-21T13:00:00Z;34.68;1259.88515;2130.5100893;2228.20874;9.642;15;0;49.98
2020-09-21T13:30:00Z;33.98;1136.22912;2130.5100893;2228.20874;16.806;15;0;49.98
2020-09-21T14:00:00Z;30.58;964.186739;2130.5100893;2228.20874;20.728;15;0;60.79
2020-09-21T14:30:00Z;39.96;876.3713;2130.5100893;2228.20874;22.222;50;0;60.79
2020-09-21T15:00:00Z;38.87;666.382012;2130.5100893;2228.20874;26.562;26;0;84.93
2020-09-21T15:30:00Z;44.98;447.667763;2130.5100893;2228.20874;26.686;44.32;0;84.93
2020-09-21T16:00:00Z;46.58;262.67616;2130.5000396;2228.225933;16.176;20.5;0;187.1
2020-09-21T16:30:00Z;47.81;116.085085;2130.5000396;2228.225933;0.824;60;0;187.1
2020-09-21T17:00:00Z;51.37;44.2768099;2130.5000396;2228.225933;5.468;20.5;0;124
2020-09-21T17:30:00Z;53.9;6.49477734;2130.5000396;2228.225933;11.972;59.9;0;124
2020-09-21T18:00:00Z;49.02;0;2130.5000396;2228.225933;24.054;27;0;66
2020-09-21T18:30:00Z;51.13;0;2130.5000396;2228.225933;50.126;69;0;66
2020-09-21T19:00:00Z;51.6;0;2130.5000396;2228.225933;92.848;24.36647;0;53.17
2020-09-21T19:30:00Z;45.69;0;2130.5000396;2228.225933;111.79;20.5;0;53.17
2020-09-21T20:00:00Z;40.23;0;2130.5000396;2228.225933;108.494;15;0;46.76
2020-09-21T20:30:00Z;37.99;0;2130.5000396;2228.225933;111.336;33.2;0;46.76
2020-09-21T21:00:00Z;43.51;0;2130.5000396;2228.225933;134.184;54;0;42.33
2020-09-21T21:30:00Z;38.79;0;2130.5000396;2228.225933;171.764;53.5;0;42.33
2020-09-21T22:00:00Z;37.43;0;2130.5000396;2228.225933;180.722;33.2;0;38.05
2020-09-21T22:30:00Z;42.85;0;2130.5000396;2228.225933;187.81;53.9;0;38.05
2020-09-21T23:00:00Z;41.33;0;2130.4966686;2228.244121;198.34;20.69884;0;37.1
2020-09-21T23:30:00Z;35.75;0;2130.4966686;2228.244121;189.904;30;0;37.1
2020-09-22T00:00:00Z;35.96;0;2130.4966686;2228.244121;176.48;49.5;0;35.9
2020-09-22T00:30:00Z;36.43;0;2130.4966686;2228.244121;150.66;49;0;35.9
2020-09-22T01:00:00Z;39.33;0;2130.4966686;2228.244121;100.572;47.25;0;35.9
2020-09-22T01:30:00Z;37.59;0;2130.4966686;2228.244121;69.954;30;0;35.9
2020-09-22T02:00:00Z;41.74;0;2130.4966686;2228.244121;64.158;20.5;0;37.06
2020-09-22T02:30:00Z;36.57;0;2130.4966686;2228.244121;57.286;0.6;0;37.06
2020-09-22T03:00:00Z;38.97;0;2130.4966686;2228.244121;67.714;0.6;0;38.03
2020-09-22T03:30:00Z;27.47;0;2130.4966686;2228.244121;82.054;0;0;38.03
2020-09-22T04:00:00Z;27.23;0;2130.4966686;2228.244121;67.11;0;0;48.02
2020-09-22T04:30:00Z;30.58;0;2130.4966686;2228.244121;66.958;2;0;48.02
2020-09-22T05:00:00Z;30.38;0;2130.4966686;2228.244121;32.652;30;0;65.6
2020-09-22T05:30:00Z;39.27;0.000228190376;2130.4966686;2228.244121;3.214;60;0;65.6
2020-09-22T06:00:00Z;52.34;28.7544746;2130.4966686;2228.244121;0;58.75;0;57
2020-09-22T06:30:00Z;56.24;95.5007746;2130.4966686;2228.244121;0;58.75;0;57
2020-09-22T07:00:00Z;53.88;204.33018;2130.4966686;2228.244121;0;61.5;0;52.85
2020-09-22T07:30:00Z;53.08;361.818884;2130.4966686;2228.244121;0;26.12;0;52.85
2020-09-22T08:00:00Z;52.25;572.499907;2130.4966686;2228.244121;0;58.75;0;42
2020-09-22T08:30:00Z;48.36;787.643795;2130.4966686;2228.244121;137.364;26.18;0;42
2020-09-22T09:00:00Z;41.58;919.609999;2130.4966686;2228.244121;277.16;40;0;37.51
2020-09-22T09:30:00Z;39.13;1072.277749;2130.4966686;2228.244121;460.316;26.2;0;37.51
2020-09-22T10:00:00Z;36.37;1236.1123;2130.4966686;2228.244121;570.002;46.5;0;33.97
2020-09-22T10:30:00Z;36.52;1229.22841;2130.4966686;2228.244121;582.338;30;0;33.97
2020-09-22T11:00:00Z;38.16;1295.90706;2130.4966686;2228.244121;636.242;40;0;32.9
2020-09-22T11:30:00Z;34.96;1338.965412;2130.4966686;2228.244121;691.494;30;0;32.9
2020-09-22T12:00:00Z;36.05;1287.422842;2130.4966686;2228.244121;739.912;30;0;31.95
2020-09-22T12:30:00Z;36.93;1197.70247;2130.4966686;2228.244121;745.074;40;0;31.95
2020-09-22T13:00:00Z;36.32;1209.75035;2130.4966686;2228.244121;713.338;26.63;0;32
2020-09-22T13:30:00Z;36.24;1063.15939;2130.4966686;2228.244121;668.684;44.6;0;32
2020-09-22T14:00:00Z;40.59;922.368225;2130.4966686;2228.244121;588.236;57.85013;0;37.59
2020-09-22T14:30:00Z;40.58;784.246326;2130.4966686;2228.244121;533.854;61.2;0;37.59
2020-09-22T15:00:00Z;41.59;555.580377;2130.4966686;2228.244121;479.904;65.89;0;54.77
2020-09-22T15:30:00Z;48.25;402.54722;2130.4966686;2228.244121;402.654;70.2;0;54.77
2020-09-22T16:00:00Z;53;244.148747;2130.4966686;2228.244121;423.998;72.2;0;60
2020-09-22T16:30:00Z;53.76;104.478551245;2130.5772438;2228.3519523;500.964;69.45;0;60
2020-09-22T17:00:00Z;54.2;34.3854768286;2130.5772438;2228.3519523;573.002;67.2;0;62
2020-09-22T17:30:00Z;53.46;2.92035065111;2130.5772438;2228.3519523;614.726;28;0;62
2020-09-22T18:00:00Z;52.45;0;2130.5772438;2228.3519523;681.228;58.69;0;49.79
2020-09-22T18:30:00Z;52.8;0;2130.5772438;2228.3519523;768.718;26.83;0;49.79
2020-09-22T19:00:00Z;45.11;0;2130.5772438;2228.3519523;824.418;26.81;0;41.57
2020-09-22T19:30:00Z;42.88;0;2130.5772438;2228.3519523;828.712;26.87;0;41.57
2020-09-22T20:00:00Z;41.83;0;2130.5772438;2228.3519523;920.454;30;0;37.54
2020-09-22T20:30:00Z;41.36;0;2130.5772438;2228.3519523;1035.782;27;0;37.54
2020-09-22T21:00:00Z;39.43;0;2130.5772438;2228.3519523;922.984;54.9;0;36.56
2020-09-22T21:30:00Z;39.42;0;2130.5772438;2228.3519523;700.524;54.9;0;36.56
2020-09-22T22:00:00Z;35.14;0;2130.5772438;2228.3519523;520.94;41.75;0;35.86
2020-09-22T22:30:00Z;36.01;0;2130.5772438;2228.3519523;484.712;44.5;0;35.86
2020-09-22T23:00:00Z;39.37;0;2130.5772438;2228.3519523;476.906;44.5;0;34.77
2020-09-22T23:30:00Z;38.85;0;2130.5693358;2228.3870443;518.832;44.35;0;34.77
2020-09-23T00:00:00Z;38.93;0;2130.5693358;2228.3870443;515.608;49.45;0;33.7
2020-09-23T00:30:00Z;39.88;0;2130.5693358;2228.3870443;499.032;49.45;0;33.7
2020-09-23T01:00:00Z;40.74;0;2130.5693358;2228.3870443;583.9;49.4;0;32.63
2020-09-23T01:30:00Z;40.48;0;2130.5693358;2228.3870443;774.246;45;0;32.63
2020-09-23T02:00:00Z;40.58;0;2130.5693358;2228.3870443;706.636;30;0;35.22
2020-09-23T02:30:00Z;40.68;0;2130.5693358;2228.3870443;624.442;48.9;0;35.22
2020-09-23T03:00:00Z;40.9;0;2130.5693358;2228.3870443;545.084;48.9;0;39.85
2020-09-23T03:30:00Z;40.76;0;2130.5693358;2228.3870443;478.852;48.9;0;39.85
2020-09-23T04:00:00Z;42.9;0;2130.5693358;2228.3870443;422.282;53.89933;0;47.61
2020-09-23T04:30:00Z;44.34;0;2130.5693358;2228.3870443;427.608;54.45;0;47.61
2020-09-23T05:00:00Z;47.81;0;2130.5693358;2228.3870443;527.916;54.45;0;52.18
2020-09-23T05:30:00Z;41.32;0;2130.5693358;2228.3870443;430.272;49;0;52.18
2020-09-23T06:00:00Z;39.47;13.4851694;2130.5693358;2228.3870443;413.55;21.5;0;54.4
2020-09-23T06:30:00Z;51.64;55.5131818;2130.5693358;2228.3870443;298.804;26.57;0;54.4
2020-09-23T07:00:00Z;46.78;108.745382;2130.5693358;2228.3870443;279.406;26.57;0;52.73
2020-09-23T07:30:00Z;47.62;171.850893;2130.5693358;2228.3870443;226.984;30;0;52.73
2020-09-23T08:00:00Z;45.36;204.890427;2130.5693358;2228.3870443;183.086;62;0;54.13
2020-09-23T08:30:00Z;48.29;291.476002;2130.5693358;2228.3870443;83.636;62;0;54.13
2020-09-23T09:00:00Z;50.01;351.518908;2130.5693358;2228.3870443;74.742;62;0;50.36
2020-09-23T09:30:00Z;49.48;492.636489;2130.5693358;2228.3870443;64.484;62;0;50.36
2020-09-23T10:00:00Z;49.75;477.874273;2130.5693358;2228.3870443;56.14;60;0;54
2020-09-23T10:30:00Z;49.79;439.205491;2130.5693358;2228.3870443;63.98;60;0;54
2020-09-23T11:00:00Z;51.6;444.413856;2130.5693358;2228.3870443;67.996;69.95;0;52
2020-09-23T11:30:00Z;49.44;362.323722;2130.5693358;2228.3870443;63.42;68.89;0;52
2020-09-23T12:00:00Z;48.95;364.01231;2130.5693358;2228.3870443;127.936;68.89;0;47.51
2020-09-23T12:30:00Z;49.42;357.919894;2130.5693358;2228.3870443;270.09;27.27;0;47.51
2020-09-23T13:00:00Z;46.57;365.08425;2130.5693358;2228.3870443;450.964;27.2;0;46
2020-09-23T13:30:00Z;42.08;437.354396;2130.5693358;2228.3870443;475.082;21.33;0;46
2020-09-23T14:00:00Z;40.67;383.412622;2130.5693358;2228.3870443;482.378;20.5;0;54.99
2020-09-23T14:30:00Z;43.9;239.879688;2130.5693358;2228.3870443;376.52;83.5;0;54.99
2020-09-23T15:00:00Z;41.96;148.6295154;2130.5693358;2228.3870443;356.268;40.5;0;70.6
2020-09-23T15:30:00Z;45.74;117.4827857;2130.5693358;2228.3870443;358.144;50.5;0;70.6
2020-09-23T16:00:00Z;52.17;80.541888;2130.5693358;2228.3870443;350.41;40.5;0;75.32
2020-09-23T16:30:00Z;52.63;52.2135729;2130.5693358;2228.3870443;307.986;40.5;0;75.32
2020-09-23T17:00:00Z;52.9;11.4251855;2130.5629237;2228.407892;258.504;83.5;0;74.96
2020-09-23T17:30:00Z;54.22;0.798073152;2130.5629237;2228.407892;404.1;78.5;0;74.96
2020-09-23T18:00:00Z;55.52;0;2130.5629237;2228.407892;593.29;40;0;52.1
2020-09-23T18:30:00Z;47.39;0;2130.5629237;2228.407892;712.318;27.55;0;52.1
2020-09-23T19:00:00Z;44.9;0;2130.5629237;2228.407892;564.648;27.57;0;41.52
2020-09-23T19:30:00Z;43.24;0;2130.5629237;2228.407892;523.098;20;0;41.52
2020-09-23T20:00:00Z;44.27;0;2130.5629237;2228.407892;785.706;57;0;37.42
2020-09-23T20:30:00Z;40.42;0;2130.5629237;2228.407892;864.16;27.57;0;37.42
2020-09-23T21:00:00Z;38.62;0;2130.5629237;2228.407892;1030.81;26.7;0;39.09
2020-09-23T21:30:00Z;39.12;0;2130.5629237;2228.407892;1076.222;50;0;39.09
2020-09-23T22:00:00Z;39.66;0;2130.5629237;2228.407892;1080.29;49.95;0;34.98
2020-09-23T22:30:00Z;39.2;0;2130.5629237;2228.407892;1071.402;49.65;0;34.98
2020-09-23T23:00:00Z;31.77;0;2130.5629237;2228.407892;1090.222;48;0;33.02
2020-09-23T23:30:00Z;30.59;0;2130.5629237;2228.407892;1090.758;32.2;0;33.02
2020-09-24T00:00:00Z;28.91;0;2130.5761207;2228.442641;1090.704;26;0;29.27
2020-09-24T00:30:00Z;27.96;0;2130.5761207;2228.442641;1089.92;26;0;29.27
2020-09-24T01:00:00Z;26.2;0;2130.5761207;2228.442641;1082.018;22;0;26.98
2020-09-24T01:30:00Z;26.75;0;2130.5761207;2228.442641;1086.676;22;0;26.98
2020-09-24T02:00:00Z;26.63;0;2130.5761207;2228.442641;1074.314;10.39;0;31.41
2020-09-24T02:30:00Z;25.72;0;2130.5761207;2228.442641;1062.078;10.39;0;31.41
2020-09-24T03:00:00Z;27.46;0;2130.5761207;2228.442641;1062.302;30;0;39.73
2020-09-24T03:30:00Z;30.22;0;2130.5761207;2228.442641;1069.572;48.65;0;39.73
2020-09-24T04:00:00Z;40.18;0;2130.5761207;2228.442641;1069.854;48.59;0;48.09
2020-09-24T04:30:00Z;40.44;0;2130.5761207;2228.442641;1058.088;49.5;0;48.09
2020-09-24T05:00:00Z;39.06;0;2130.5761207;2228.442641;1023.78;49.5;0;48.58
2020-09-24T05:30:00Z;39.49;0;2130.5761207;2228.442641;1016.692;53;0;48.58
2020-09-24T06:00:00Z;45.9;4.62737937;2130.5761207;2228.442641;957.156;60;0;49.88
2020-09-24T06:30:00Z;53.79;42.4694647;2130.5761207;2228.442641;885.4;58.5;0;49.88
2020-09-24T07:00:00Z;52.03;148.952505;2130.5761207;2228.442641;697.116;58.5;0;47.23
2020-09-24T07:30:00Z;50.09;286.987153;2130.5761207;2228.442641;605.784;65;0;47.23
2020-09-24T08:00:00Z;52.13;564.32448;2130.5761207;2228.442641;636.91;64.5;0;44.56
2020-09-24T08:30:00Z;51.04;810.075528;2130.5761207;2228.442641;682.958;25;0;44.56
2020-09-24T09:00:00Z;46.64;931.155976;2130.5761207;2228.442641;241.48;20.5;0;43.37
2020-09-24T09:30:00Z;42.49;1081.393;2130.5761207;2228.442641;357.514;20.5;0;43.37
2020-09-24T10:00:00Z;38.8;1212.83392;2130.5761207;2228.442641;354.654;58.95;0;37.84
2020-09-24T10:30:00Z;42.08;1125.05948;2130.5761207;2228.442641;329.172;64.5;0;37.84
2020-09-24T11:00:00Z;40.99;1212.60624;2130.5761207;2228.442641;718.736;58.95;0;35.52
2020-09-24T11:30:00Z;40.8;1186.52224;2130.5761207;2228.442641;844.298;53;0;35.52
2020-09-24T12:00:00Z;43.63;1016.08531;2130.5761207;2228.442641;865.662;68;0;35.41
2020-09-24T12:30:00Z;41.84;890.796772;2130.5761207;2228.442641;897.572;54;0;35.41
2020-09-24T13:00:00Z;42.92;761.575848;2130.5761207;2228.442641;845.692;58.5;0;37.77
2020-09-24T13:30:00Z;44;605.634933;2130.5761207;2228.442641;737.48;58.5;0;37.77
2020-09-24T14:00:00Z;48.49;394.013605;2130.5761207;2228.442641;744.216;56.71;0;44.11
2020-09-24T14:30:00Z;43.73;256.1673202;2130.5761207;2228.442641;693.018;67.71;0;44.11
2020-09-24T15:00:00Z;49.38;178.8251421;2130.5761207;2228.442641;550.352;76.71;0;50.88
2020-09-24T15:30:00Z;54.6;118.5796333;2130.5761207;2228.442641;384.712;72.56;0;50.88
2020-09-24T16:00:00Z;59.35;90.4866717;2130.5761207;2228.442641;287.354;70.65072;0;63.74
2020-09-24T16:30:00Z;61.84;48.6721604;2130.5761207;2228.442641;185.198;75.56;0;63.74
2020-09-24T17:00:00Z;64.24;21.80285488;2130.5761207;2228.442641;65.164;82.71;0;69.15
2020-09-24T17:30:00Z;65.02;1.189939439;2130.6347524;2228.5285136;1.882;87.71;0;69.15
2020-09-24T18:00:00Z;73.08;0;2130.6347524;2228.5285136;0;88;0;51.19
2020-09-24T18:30:00Z;69.74;0;2130.6347524;2228.5285136;0;85;0;51.19
2020-09-24T19:00:00Z;61.76;0;2130.6347524;2228.5285136;0;75;0;40
2020-09-24T19:30:00Z;51.6;0;2130.6347524;2228.5285136;0;30.11;0;40
2020-09-24T20:00:00Z;42.52;0;2130.6347524;2228.5285136;23.99;56;0;33.1
2020-09-24T20:30:00Z;37.72;0;2130.6347524;2228.5285136;61.272;56;0;33.1
2020-09-24T21:00:00Z;37.85;0;2130.6347524;2228.5285136;72.658;55;0;47.08
2020-09-24T21:30:00Z;40.74;0;2130.6347524;2228.5285136;37.322;51;0;47.08
2020-09-24T22:00:00Z;43.09;0;2130.6347524;2228.5285136;23.382;50.95;0;49.7
2020-09-24T22:30:00Z;46.17;0;2130.6347524;2228.5285136;148.312;53;0;49.7
2020-09-24T23:00:00Z;44.97;0;2130.6346334;2228.5285136;333.818;52;0;43.06
2020-09-24T23:30:00Z;41.47;0;2130.6346334;2228.5285136;649.012;26.66;0;43.06
2020-09-25T00:00:00Z;36;0;2130.6346334;2228.5285136;821.724;2;0;33.97
2020-09-25T00:30:00Z;33.89;0;2130.6346334;2228.5285136;885.702;2;0;33.97
2020-09-25T01:00:00Z;26.3;0;2130.6346334;2228.5285136;980.148;2;0;26.49
2020-09-25T01:30:00Z;21.33;0;2130.6346334;2228.5285136;997.036;2;0;26.49
2020-09-25T02:00:00Z;15.12;0;2130.6346334;2228.5285136;1012.27;23.49;0;28.2
2020-09-25T02:30:00Z;11.62;0;2130.6346334;2228.5285136;1064.262;23.49;-14.1333;28.2
2020-09-25T03:00:00Z;13.6;0;2130.6346334;2228.5285136;1060.072;2;-16;39.11
2020-09-25T03:30:00Z;12.51;0;2130.6346334;2228.5285136;1050.02;0.5;-34.75;39.11
2020-09-25T04:00:00Z;25.87;0;2130.6346334;2228.5285136;998.986;0;-31;48.65
2020-09-25T04:30:00Z;24.94;0;2130.6346334;2228.5285136;994.118;1.5;-5.6;48.65
2020-09-25T05:00:00Z;32.78;0;2130.6346334;2228.5285136;923.414;5;0;54
2020-09-25T05:30:00Z;37.45;0;2130.6346334;2228.5285136;835.068;20.5;0;54
2020-09-25T06:00:00Z;28.84;0.810965691;2130.6346334;2228.5285136;808.204;20.5;0;54.6
2020-09-25T06:30:00Z;42.81;16.40267965;2130.6346334;2228.5285136;804.13;60;0;54.6
2020-09-25T07:00:00Z;48.34;59.3526828;2130.6346334;2228.5285136;802.714;62;0;53.32
2020-09-25T07:30:00Z;46.22;164.7159486;2130.6346334;2228.5285136;747.514;25;0;53.32
2020-09-25T08:00:00Z;49.22;253.39858;2130.6346334;2228.5285136;746.138;65;0;45.57
2020-09-25T08:30:00Z;41.77;345.467671;2130.6346334;2228.5285136;752.62;26.67892;0;45.57
2020-09-25T09:00:00Z;41.71;460.104294;2130.6346334;2228.5285136;764.658;57.88;0;46
2020-09-25T09:30:00Z;37.93;505.906135;2130.6346334;2228.5285136;791.832;57.88;0;46
2020-09-25T10:00:00Z;39.98;450.666141;2130.6346334;2228.5285136;870.852;57.88;0;38.48
2020-09-25T10:30:00Z;40.49;440.814436;2130.6346334;2228.5285136;860.8;57.88;0;38.48
2020-09-25T11:00:00Z;37.75;384.432329;2130.6346334;2228.5285136;923.31;51.9;0;33.51
2020-09-25T11:30:00Z;37.14;355.67159;2130.6346334;2228.5285136;897.654;51.5;0;33.51
2020-09-25T12:00:00Z;36.49;374.463212;2130.6346334;2228.5285136;740.266;63.9;0;32.26
2020-09-25T12:30:00Z;34.36;354.63637;2130.6346334;2228.5285136;792.006;50.96;0;32.26
2020-09-25T13:00:00Z;28.55;394.721921;2130.6346334;2228.5285136;955.308;17.08;0;29.91
2020-09-25T13:30:00Z;25.45;360.899892;2130.6346334;2228.5285136;984.836;0.55;0;29.91
2020-09-25T14:00:00Z;23.65;389.313378;2130.6346334;2228.5285136;961.802;0.55;0;42
2020-09-25T14:30:00Z;27.68;399.19824;2130.6346334;2228.5285136;912.356;18.01;0;42
2020-09-25T15:00:00Z;37.3;302.908723;2130.6346334;2228.5285136;857.782;50.25;0;47.13
2020-09-25T15:30:00Z;39.62;249.466215;2130.6346334;2228.5285136;817.512;61.5;0;47.13
2020-09-25T16:00:00Z;41.24;167.625806;2130.6346334;2228.5285136;888.178;9.15;0;59.39
2020-09-25T16:30:00Z;52.66;80.9596516;2130.6346334;2228.5285136;833.214;63;0;59.39
2020-09-25T17:00:00Z;55.58;37.5893624;2130.6346334;2228.5285136;771.858;63;0;62.91
2020-09-25T17:30:00Z;56.71;2.777122018;2130.6346334;2228.5285136;785.344;63;0;62.91
2020-09-25T18:00:00Z;59.11;0;2130.6701047;2228.5912455;735.336;63;0;54
2020-09-25T18:30:00Z;59.3;0;2130.6701047;2228.5912455;622.126;63;0;54
2020-09-25T19:00:00Z;58.49;0;2130.6701047;2228.5912455;642.832;63;0;42.97
2020-09-25T19:30:00Z;55.5;0;2130.6701047;2228.5912455;700.846;63;0;42.97
2020-09-25T20:00:00Z;49.82;0;2130.6701047;2228.5912455;738.512;63;0;33.14
